id,department,priority,status,staff_id,created_at,resolved_at,complexity
38460,ICU,Low,Resolved,24,2025-09-08 07:00:19.204340,2025-09-10 08:15:47.509111,8
38461,ER,Medium,Resolved,14,2026-01-25 05:00:19.204340,2026-01-25 09:34:14.199876,4
38462,OPD,Medium,Resolved,53,2025-08-24 22:04:19.204340,2025-08-25 14:30:53.657439,7
38463,RAD,Low,Resolved,81,2025-07-06 07:53:19.204340,2025-07-07 12:40:28.882347,7
38464,PEDS,Medium,Resolved,70,2025-12-29 09:08:19.204340,2025-12-30 01:23:46.648223,7
38465,RAD,Medium,Resolved,80,2025-04-11 04:16:19.204340,2025-04-11 21:20:00.050883,9
38466,PEDS,Low,Resolved,66,2026-01-17 22:33:19.204340,2026-01-19 15:34:33.432029,4
38467,PEDS,Low,Resolved,67,2025-03-17 00:45:19.204340,2025-03-18 14:22:48.063735,8
38468,OPD,High,Resolved,51,2025-12-14 09:07:19.204340,2025-12-14 11:23:06.195584,9
38469,SURG,Medium,Resolved,34,2026-02-06 06:34:19.204340,2026-02-06 13:42:18.585910,7
38470,RAD,Low,Resolved,88,2026-02-25 01:55:19.204340,2026-02-25 18:55:03.351405,3
38471,SURG,Medium,Resolved,39,2025-04-19 23:10:19.204340,2025-04-20 05:44:43.242814,6
38472,ER,Medium,Resolved,13,2025-06-14 10:41:19.204340,2025-06-14 14:14:20.321228,10
38473,CARD,High,Resolved,105,2025-08-14 23:16:19.204340,2025-08-15 00:57:17.344797,8
38474,ER,Low,Resolved,7,2025-12-11 01:39:19.204340,2025-12-12 09:41:40.552440,6
38475,CARD,Low,Resolved,95,2025-03-20 23:29:19.204340,2025-03-21 14:10:13.684662,1
38476,CARD,Medium,Resolved,98,2026-02-23 23:24:19.204340,2026-02-24 06:55:33.201040,9
38477,SURG,Medium,Resolved,36,2025-07-01 03:19:19.204340,2025-07-01 10:45:22.402228,1
38478,ER,Medium,Resolved,8,2025-06-18 01:00:19.204340,2025-06-18 11:11:19.126807,8
38479,ICU,Medium,Resolved,29,2025-11-27 06:36:19.204340,2025-11-27 16:24:28.449440,6
38480,ER,Low,Resolved,8,2026-02-02 02:02:19.204340,2026-02-03 18:02:33.562381,1
38481,RAD,High,Resolved,90,2026-02-24 05:32:19.204340,2026-02-24 14:31:57.010711,10
38482,OPD,Medium,Resolved,56,2025-04-11 06:40:19.204340,2025-04-11 17:57:51.472014,6
38483,ICU,Medium,Resolved,23,2025-07-05 23:00:19.204340,2025-07-06 06:28:08.732254,3
38484,ICU,Medium,Resolved,29,2025-04-28 01:20:19.204340,2025-04-28 12:26:33.215812,5
38485,PEDS,Medium,Resolved,72,2026-02-03 07:17:19.204340,2026-02-04 13:41:33.724591,5
38486,PEDS,Medium,Resolved,62,2025-07-04 05:47:19.204340,2025-07-04 08:46:09.465300,8
38487,SURG,Medium,Resolved,40,2025-12-13 06:40:19.204340,2025-12-13 21:27:48.293085,4
38488,SURG,High,Resolved,33,2026-01-25 06:17:19.204340,2026-01-25 11:15:43.279362,5
38489,PEDS,High,Resolved,64,2025-08-04 06:46:19.204340,2025-08-04 07:03:06.571075,6
38490,ICU,Medium,Resolved,20,2025-06-23 09:56:19.204340,2025-06-23 23:44:09.773873,5
38491,CARD,Medium,Resolved,92,2025-06-26 02:29:19.204340,2025-06-26 15:08:29.528088,8
38492,CARD,Low,Resolved,93,2025-05-28 01:52:19.204340,2025-05-30 01:03:25.021671,6
38493,ER,Medium,Resolved,8,2025-08-20 02:57:19.204340,2025-08-20 11:25:52.778199,1
38494,SURG,High,Resolved,35,2025-05-13 22:23:19.204340,2025-05-13 22:48:43.759363,7
38495,OPD,Medium,Resolved,50,2025-06-16 02:16:19.204340,2025-06-17 07:41:07.306189,2
38496,ICU,Medium,Resolved,17,2025-03-22 06:38:19.204340,2025-03-22 16:00:46.435871,5
38497,RAD,Medium,Resolved,78,2025-10-26 02:15:19.204340,2025-10-26 14:09:06.860991,9
38498,PEDS,Medium,Resolved,68,2026-02-22 07:57:19.204340,2026-02-22 16:25:04.299836,5
38499,RAD,Medium,Resolved,80,2025-12-09 03:58:19.204340,2025-12-09 18:29:59.143844,2
38500,ER,High,Resolved,9,2025-08-10 22:49:19.204340,2025-08-11 03:29:25.090124,10
38501,CARD,Low,Resolved,100,2025-08-11 22:12:19.204340,2025-08-13 18:45:07.165391,9
38502,PEDS,Low,Resolved,72,2025-06-09 06:29:19.204340,2025-06-10 01:00:07.757588,4
38503,PEDS,Medium,Resolved,75,2026-02-28 21:32:19.204340,2026-03-01 15:43:13.824698,9
38504,ER,Low,Resolved,4,2025-12-09 11:46:19.204340,2025-12-11 12:13:44.208131,3
38505,ER,Medium,Resolved,6,2025-05-26 21:07:19.204340,2025-05-27 23:45:16.517661,6
38506,CARD,Medium,Resolved,104,2025-03-29 03:49:19.204340,2025-03-29 19:55:16.949191,8
38507,ER,Low,Resolved,2,2026-02-01 02:11:19.204340,2026-02-03 01:10:10.453510,5
38508,PEDS,Medium,Resolved,68,2025-04-01 22:07:19.204340,2025-04-02 23:48:57.867594,9
38509,CARD,Medium,Resolved,103,2025-11-13 22:51:19.204340,2025-11-14 13:35:51.358992,9
38510,ER,Medium,Resolved,12,2025-06-20 00:53:19.204340,2025-06-20 11:49:41.765264,2
38511,SURG,High,Resolved,38,2025-12-14 01:24:19.204340,2025-12-14 03:04:42.819611,9
38512,CARD,Medium,Resolved,100,2026-02-10 01:18:19.204340,2026-02-10 11:39:30.002925,9
38513,ER,Medium,Resolved,10,2025-04-27 02:16:19.204340,2025-04-27 19:52:24.571290,5
38514,PEDS,High,Resolved,68,2025-06-26 02:26:19.204340,2025-06-26 03:15:13.919304,1
38515,ICU,High,Resolved,26,2025-04-26 22:03:19.204340,2025-04-27 03:07:57.228334,1
38516,OPD,Low,Resolved,58,2025-06-28 03:08:19.204340,2025-06-30 03:14:46.837924,4
38517,ER,High,Resolved,6,2026-01-26 01:53:19.204340,2026-01-26 05:35:38.203298,2
38518,PEDS,Medium,Resolved,69,2025-12-10 00:36:19.204340,2025-12-10 10:01:25.639825,8
38519,SURG,Medium,Resolved,44,2025-08-22 07:01:19.204340,2025-08-22 16:26:32.214693,4
38520,RAD,Medium,Resolved,90,2026-02-09 06:27:19.204340,2026-02-09 14:26:42.366036,8
38521,SURG,Medium,Resolved,34,2025-09-02 20:07:19.204340,2025-09-03 03:13:24.313639,8
38522,RAD,Medium,Resolved,87,2026-02-13 01:28:19.204340,2026-02-13 13:13:21.021417,10
38523,OPD,Medium,Resolved,46,2025-04-24 03:58:19.204340,2025-04-24 17:56:04.761326,5
38524,RAD,High,Resolved,80,2026-02-15 04:40:19.204340,2026-02-15 09:39:32.546557,2
38525,CARD,Low,Resolved,105,2025-11-09 07:06:19.204340,2025-11-11 21:03:20.267950,3
38526,ER,Low,Resolved,3,2025-04-03 01:05:19.204340,2025-04-05 05:31:29.903248,8
38527,ICU,Medium,Resolved,26,2025-06-09 22:09:19.204340,2025-06-10 06:14:16.729641,5
38528,SURG,Medium,Resolved,32,2025-12-10 08:34:19.204340,2025-12-10 17:50:03.094898,6
38529,CARD,Medium,Resolved,92,2025-05-26 07:02:19.204340,2025-05-26 16:07:28.028612,5
38530,OPD,High,Resolved,58,2025-11-01 00:27:19.204340,2025-11-01 01:40:21.217257,6
38531,SURG,Low,Resolved,32,2026-01-09 06:40:19.204340,2026-01-09 20:10:54.707550,6
38532,PEDS,Low,Resolved,61,2026-02-06 04:01:19.204340,2026-02-07 21:53:25.318685,4
38533,RAD,Medium,Resolved,82,2025-07-28 05:39:19.204340,2025-07-28 19:00:01.706810,10
38534,ICU,Medium,Resolved,29,2025-11-21 05:22:19.204340,2025-11-21 10:37:37.947631,2
38535,ICU,Low,Resolved,23,2025-04-02 03:02:19.204340,2025-04-03 11:34:34.903057,1
38536,RAD,Medium,Resolved,89,2025-03-15 04:41:19.204340,2025-03-15 19:16:37.277097,8
38537,OPD,Medium,Resolved,57,2025-03-22 06:21:19.204340,2025-03-22 17:48:23.355921,2
38538,RAD,Low,Resolved,83,2025-06-17 00:35:19.204340,2025-06-18 14:43:08.177180,10
38539,PEDS,Low,Open,67,2026-03-02 03:24:19.204340,,6
38540,ICU,High,Resolved,17,2025-05-19 00:40:19.204340,2025-05-19 01:34:47.358262,9
38541,ICU,Medium,Resolved,16,2025-11-23 05:09:19.204340,2025-11-23 10:20:13.126402,10
38542,ER,Medium,Resolved,13,2025-11-22 08:22:19.204340,2025-11-22 19:58:40.690226,9
38543,SURG,High,Resolved,31,2025-06-15 09:08:19.204340,2025-06-15 11:50:17.686839,4
38544,SURG,High,Resolved,35,2025-09-12 04:09:19.204340,2025-09-12 12:50:12.387671,6
38545,OPD,Low,Resolved,53,2025-05-14 04:03:19.204340,2025-05-17 08:56:44.303577,2
38546,CARD,Medium,Resolved,95,2025-05-06 23:35:19.204340,2025-05-07 01:14:41.172604,1
38547,OPD,Low,Resolved,60,2025-05-12 07:38:19.204340,2025-05-15 12:28:30.129350,1
38548,PEDS,Medium,Resolved,74,2025-04-24 04:39:19.204340,2025-04-24 08:27:08.930149,7
38549,SURG,Medium,Resolved,40,2025-08-20 04:23:19.204340,2025-08-20 11:36:04.590851,10
38550,OPD,Medium,Resolved,60,2025-07-06 05:55:19.204340,2025-07-07 02:44:12.865157,7
38551,ICU,Low,Resolved,26,2025-09-27 05:47:19.204340,2025-09-28 09:00:34.151329,1
38552,OPD,Medium,Resolved,53,2026-02-04 07:59:19.204340,2026-02-05 09:44:12.850768,3
38553,OPD,Medium,Resolved,46,2026-01-23 22:28:19.204340,2026-01-24 08:01:35.645832,4
38554,SURG,High,Resolved,33,2026-02-06 07:23:19.204340,2026-02-06 13:56:28.737209,9
38555,OPD,Medium,Resolved,46,2026-01-07 06:55:19.204340,2026-01-07 13:09:20.961345,8
38556,OPD,Low,Resolved,47,2025-06-12 03:30:19.204340,2025-06-13 11:47:39.918147,4
38557,RAD,Low,Resolved,77,2026-01-18 04:59:19.204340,2026-01-19 15:25:35.125977,4
38558,RAD,Medium,Resolved,78,2025-06-09 04:45:19.204340,2025-06-09 19:41:53.828779,3
38559,ER,Low,Resolved,4,2026-01-11 05:44:19.204340,2026-01-12 15:23:37.662694,6
38560,ICU,Low,Resolved,18,2025-10-10 00:14:19.204340,2025-10-10 19:46:49.292336,2
38561,CARD,Medium,Resolved,100,2025-04-17 01:37:19.204340,2025-04-17 21:12:03.407219,4
38562,CARD,Low,Resolved,93,2025-08-09 00:51:19.204340,2025-08-10 04:42:49.757290,2
38563,OPD,Low,Resolved,47,2025-03-31 03:28:19.204340,2025-04-02 01:41:35.299043,5
38564,SURG,Medium,Resolved,41,2025-07-07 07:43:19.204340,2025-07-07 15:56:08.817063,9
38565,OPD,High,Resolved,59,2025-04-27 00:35:19.204340,2025-04-27 02:27:29.277734,8
38566,OPD,Medium,Resolved,54,2025-06-10 00:26:19.204340,2025-06-10 08:54:10.685067,10
38567,RAD,High,Resolved,79,2025-06-08 22:45:19.204340,2025-06-09 04:42:03.128829,7
38568,OPD,Medium,Resolved,58,2025-12-03 04:45:19.204340,2025-12-03 15:11:42.519120,2
38569,ER,Medium,Resolved,5,2025-06-23 01:54:19.204340,2025-06-23 23:20:30.612345,10
38570,ICU,Medium,Resolved,23,2025-11-20 07:29:19.204340,2025-11-20 11:24:43.454338,6
38571,ER,Medium,Resolved,10,2025-06-05 03:51:19.204340,2025-06-06 01:38:53.142119,5
38572,ER,Low,Resolved,10,2026-02-20 02:08:19.204340,2026-02-21 13:50:09.564807,1
38573,ER,Medium,Resolved,3,2025-04-30 06:46:19.204340,2025-04-30 16:58:01.789487,10
38574,OPD,Low,Resolved,59,2025-07-27 18:19:19.204340,2025-07-28 09:39:12.528539,2
38575,ICU,Low,Resolved,26,2025-05-17 05:47:19.204340,2025-05-18 13:48:35.489359,9
38576,SURG,Low,Resolved,41,2025-10-26 04:15:19.204340,2025-10-27 07:17:05.649862,7
38577,RAD,Medium,Resolved,84,2025-05-14 00:32:19.204340,2025-05-14 06:42:06.892265,5
38578,ICU,Medium,Resolved,24,2025-03-23 03:59:19.204340,2025-03-23 13:05:46.578934,10
38579,ICU,Medium,Resolved,18,2025-11-21 07:49:19.204340,2025-11-21 17:44:29.411322,8
38580,ER,Medium,Resolved,5,2025-10-26 05:14:19.204340,2025-10-26 12:40:01.937186,5
38581,PEDS,High,Resolved,64,2025-06-21 23:42:19.204340,2025-06-22 01:29:04.714230,6
38582,RAD,High,Resolved,89,2025-06-02 08:40:19.204340,2025-06-02 13:23:40.444219,10
38583,OPD,Medium,Resolved,49,2026-02-08 08:50:19.204340,2026-02-08 13:13:58.551761,8
38584,ICU,Medium,Resolved,19,2025-07-25 23:58:19.204340,2025-07-26 08:42:13.224869,7
38585,ICU,Medium,Resolved,17,2025-07-07 09:38:19.204340,2025-07-08 03:36:28.019836,8
38586,SURG,High,Resolved,35,2025-10-14 00:24:19.204340,2025-10-14 02:20:21.456183,10
38587,CARD,High,Resolved,102,2025-04-08 22:03:19.204340,2025-04-09 06:18:14.156976,6
38588,OPD,Low,Resolved,47,2026-02-19 08:04:19.204340,2026-02-21 18:45:44.055641,7
38589,SURG,Medium,Resolved,35,2025-07-09 02:18:19.204340,2025-07-09 07:45:11.673892,7
38590,RAD,Low,Resolved,80,2025-08-14 23:59:19.204340,2025-08-17 03:05:40.306451,8
38591,SURG,Medium,Resolved,33,2025-10-08 02:55:19.204340,2025-10-08 08:19:26.542321,6
38592,OPD,High,Resolved,53,2025-12-11 09:05:19.204340,2025-12-11 16:42:09.531180,7
38593,CARD,Low,Resolved,98,2025-11-06 00:15:19.204340,2025-11-08 03:32:07.053074,1
38594,CARD,Low,Resolved,94,2026-01-20 23:44:19.204340,2026-01-22 23:04:47.236871,9
38595,RAD,Medium,Resolved,76,2025-12-31 00:26:19.204340,2026-01-01 15:11:27.896635,1
38596,ICU,Medium,Resolved,18,2026-02-26 20:33:19.204340,2026-02-27 06:28:53.281408,8
38597,CARD,Medium,Resolved,94,2025-03-31 08:06:19.204340,2025-03-31 15:42:16.650119,5
38598,ICU,High,Resolved,22,2025-11-23 01:26:19.204340,2025-11-23 08:33:16.543533,7
38599,RAD,Medium,Resolved,81,2025-12-31 11:54:19.204340,2026-01-01 03:57:14.985647,4
38600,PEDS,Medium,Resolved,75,2025-07-12 20:33:19.204340,2025-07-13 10:15:39.024947,4
38601,CARD,Medium,Resolved,92,2025-11-18 05:29:19.204340,2025-11-18 10:38:31.560539,6
38602,PEDS,High,Resolved,67,2025-03-12 02:58:19.204340,2025-03-12 06:49:08.269955,3
38603,OPD,Low,Resolved,50,2025-05-19 05:58:19.204340,2025-05-20 09:06:08.560194,9
38604,RAD,Low,Resolved,85,2025-11-28 03:18:19.204340,2025-11-29 09:30:09.977682,10
38605,ICU,Medium,Resolved,24,2025-05-03 08:57:19.204340,2025-05-03 19:19:05.334854,7
38606,CARD,Medium,Resolved,91,2025-08-16 06:30:19.204340,2025-08-16 20:52:44.377627,4
38607,PEDS,Low,Resolved,64,2025-09-24 21:38:19.204340,2025-09-25 20:32:55.459530,3
38608,ER,Medium,Resolved,9,2025-04-27 06:45:19.204340,2025-04-27 22:33:31.215106,10
38609,OPD,Medium,Resolved,51,2025-06-02 17:22:19.204340,2025-06-03 07:42:41.182573,1
38610,OPD,Low,Resolved,50,2025-05-14 01:39:19.204340,2025-05-15 13:09:47.748974,9
38611,CARD,High,Resolved,91,2025-06-04 04:54:19.204340,2025-06-04 12:44:59.818750,3
38612,ER,Medium,Resolved,6,2025-12-05 00:35:19.204340,2025-12-05 10:38:54.217600,4
38613,ICU,High,Resolved,26,2025-03-15 03:51:19.204340,2025-03-15 14:58:39.349055,3
38614,SURG,Medium,Resolved,31,2026-02-23 03:26:19.204340,2026-02-23 20:00:00.073963,7
38615,PEDS,Low,Resolved,70,2025-08-10 04:02:19.204340,2025-08-12 23:23:30.076586,6
38616,ICU,Low,Resolved,18,2025-08-19 06:07:19.204340,2025-08-21 13:11:14.904900,2
38617,ICU,Medium,Resolved,23,2025-05-28 02:53:19.204340,2025-05-28 09:07:00.706372,7
38618,CARD,Medium,Resolved,97,2025-05-03 01:49:19.204340,2025-05-03 12:47:03.910626,1
38619,SURG,Medium,Resolved,37,2025-04-05 06:18:19.204340,2025-04-05 13:09:28.378425,10
38620,PEDS,High,Resolved,67,2025-04-24 05:49:19.204340,2025-04-24 06:10:57.459041,1
38621,PEDS,Medium,Resolved,62,2025-09-13 23:31:19.204340,2025-09-14 09:51:14.911176,4
38622,OPD,High,Resolved,50,2025-10-27 22:28:19.204340,2025-10-28 00:18:26.115444,4
38623,OPD,High,Resolved,59,2025-03-05 11:35:19.204340,2025-03-05 12:51:12.559570,5
38624,ER,Medium,Resolved,3,2025-10-13 07:59:19.204340,2025-10-14 16:29:42.895587,6
38625,OPD,Medium,Resolved,58,2026-02-02 23:36:19.204340,2026-02-03 13:54:13.278960,1
38626,OPD,Low,Resolved,58,2025-09-25 02:57:19.204340,2025-09-27 07:30:28.763090,4
38627,PEDS,Medium,Resolved,70,2025-03-17 20:16:19.204340,2025-03-18 05:22:46.824818,8
38628,SURG,Low,Resolved,35,2026-01-18 03:40:19.204340,2026-01-20 01:24:34.636235,2
38629,PEDS,High,Resolved,74,2025-08-24 04:50:19.204340,2025-08-24 07:42:51.653145,10
38630,RAD,Medium,Resolved,80,2025-12-13 03:06:19.204340,2025-12-13 15:55:59.974759,1
38631,ER,Medium,Resolved,12,2025-06-18 03:47:19.204340,2025-06-18 09:12:12.510498,8
38632,ER,Medium,Resolved,4,2025-07-22 09:07:19.204340,2025-07-23 00:01:30.297282,10
38633,OPD,Medium,Resolved,55,2025-11-07 05:10:19.204340,2025-11-07 15:33:57.157485,4
38634,SURG,Medium,Resolved,40,2025-09-20 01:06:19.204340,2025-09-20 20:15:37.191854,10
38635,SURG,Medium,Resolved,41,2025-03-13 08:43:19.204340,2025-03-13 17:21:37.177396,2
38636,PEDS,Low,Resolved,62,2025-08-25 07:30:19.204340,2025-08-28 06:37:29.827660,3
38637,CARD,Low,Resolved,93,2025-08-30 03:30:19.204340,2025-08-31 14:13:16.525625,9
38638,PEDS,Low,Resolved,63,2025-09-09 07:59:19.204340,2025-09-10 14:58:36.102248,5
38639,ICU,Low,Resolved,24,2025-07-17 15:55:19.204340,2025-07-18 21:07:27.390037,9
38640,ER,High,Resolved,8,2025-04-15 00:13:19.204340,2025-04-15 01:21:19.321592,6
38641,CARD,Medium,Resolved,93,2025-06-20 04:18:19.204340,2025-06-20 07:39:15.466313,4
38642,ICU,Low,Resolved,20,2025-12-09 02:56:19.204340,2025-12-10 14:21:04.492796,1
38643,OPD,Medium,Resolved,53,2025-12-30 01:35:19.204340,2025-12-30 11:09:05.514411,10
38644,OPD,Low,Resolved,48,2025-11-22 12:41:19.204340,2025-11-24 06:58:56.525810,2
38645,PEDS,Medium,Resolved,69,2025-04-01 19:41:19.204340,2025-04-01 21:52:04.137079,3
38646,CARD,Medium,Resolved,102,2025-07-24 02:32:19.204340,2025-07-25 12:27:24.231115,1
38647,ICU,Medium,Resolved,23,2025-04-11 00:02:19.204340,2025-04-11 03:00:25.862729,10
38648,SURG,Low,Resolved,41,2025-09-19 23:45:19.204340,2025-09-20 21:11:27.000812,3
38649,OPD,Low,Resolved,54,2026-01-14 00:24:19.204340,2026-01-15 07:06:32.759581,9
38650,ICU,Medium,Resolved,23,2026-01-17 03:02:19.204340,2026-01-17 09:10:17.050597,3
38651,ER,Medium,Resolved,6,2025-04-22 17:16:19.204340,2025-04-23 08:22:46.910836,7
38652,SURG,Low,Resolved,31,2025-10-10 23:01:19.204340,2025-10-12 01:44:58.314241,1
38653,PEDS,High,Open,71,2026-03-02 06:55:19.204340,,5
38654,ICU,Low,Resolved,18,2026-02-03 21:50:19.204340,2026-02-04 22:30:18.717411,6
38655,RAD,Medium,Resolved,79,2025-09-13 07:20:19.204340,2025-09-13 17:14:46.080640,9
38656,ER,Medium,Resolved,2,2025-07-04 00:52:19.204340,2025-07-04 16:36:54.330962,2
38657,CARD,High,Resolved,101,2025-05-22 23:46:19.204340,2025-05-23 02:42:15.894549,3
38658,PEDS,Low,Resolved,69,2025-05-11 04:11:19.204340,2025-05-12 13:33:17.854800,9
38659,RAD,Low,Resolved,84,2025-11-18 06:26:19.204340,2025-11-19 12:30:49.386274,2
38660,ICU,Low,Resolved,18,2026-02-27 01:15:19.204340,2026-02-27 20:48:41.291995,8
38661,OPD,Medium,Resolved,53,2025-07-25 02:28:19.204340,2025-07-25 10:39:49.209862,4
38662,RAD,Low,Resolved,90,2026-02-21 01:38:19.204340,2026-02-23 00:22:31.255972,3
38663,ICU,High,Resolved,20,2025-11-11 03:48:19.204340,2025-11-11 06:38:17.960265,9
38664,PEDS,Medium,Resolved,61,2025-09-22 02:22:19.204340,2025-09-22 15:38:47.871225,9
38665,SURG,Low,Resolved,44,2025-05-14 09:42:19.204340,2025-05-14 23:25:43.647403,3
38666,PEDS,Low,Resolved,71,2025-11-03 05:54:19.204340,2025-11-04 16:53:35.245223,5
38667,OPD,Medium,Resolved,58,2025-10-29 01:25:19.204340,2025-10-29 10:17:34.635552,1
38668,CARD,Low,Resolved,99,2025-09-20 02:42:19.204340,2025-09-21 00:48:23.400240,2
38669,PEDS,High,Resolved,61,2025-06-27 07:18:19.204340,2025-06-27 09:07:16.380143,10
38670,PEDS,Low,Resolved,65,2026-01-21 20:48:19.204340,2026-01-24 19:52:02.454165,7
38671,CARD,Low,Resolved,105,2025-05-15 03:13:19.204340,2025-05-16 21:24:54.850932,10
38672,RAD,Medium,Resolved,90,2026-02-10 04:49:19.204340,2026-02-10 08:34:00.169505,5
38673,CARD,Low,Resolved,100,2025-12-17 04:06:19.204340,2025-12-18 11:58:41.120930,9
38674,ICU,Medium,Resolved,28,2025-11-05 00:53:19.204340,2025-11-06 00:03:14.066249,3
38675,SURG,Medium,Resolved,44,2025-12-10 07:03:19.204340,2025-12-10 11:47:30.259842,8
38676,ICU,Medium,Resolved,18,2025-06-09 03:04:19.204340,2025-06-09 12:10:19.681138,4
38677,ICU,Medium,Resolved,26,2025-12-26 08:22:19.204340,2025-12-26 15:22:38.708893,3
38678,SURG,Low,Resolved,36,2026-01-08 05:17:19.204340,2026-01-10 19:28:31.920845,9
38679,ICU,Medium,Resolved,29,2025-08-17 21:08:19.204340,2025-08-18 03:59:32.289000,2
38680,OPD,Low,Resolved,47,2025-06-29 05:04:19.204340,2025-06-30 18:43:39.973670,4
38681,PEDS,Low,Resolved,65,2025-06-06 02:38:19.204340,2025-06-07 03:35:06.101532,6
38682,OPD,Medium,Resolved,60,2026-02-18 05:25:19.204340,2026-02-18 11:01:34.092539,10
38683,SURG,Medium,Resolved,40,2025-03-19 03:59:19.204340,2025-03-19 13:25:35.155657,6
38684,ICU,Low,Resolved,23,2025-03-16 11:37:19.204340,2025-03-18 00:15:25.633826,5
38685,PEDS,Medium,Resolved,62,2025-11-19 09:52:19.204340,2025-11-19 18:14:36.539549,7
38686,SURG,Low,Resolved,45,2025-11-24 07:24:19.204340,2025-11-26 00:21:29.538331,4
38687,ER,Low,Resolved,10,2025-08-20 05:14:19.204340,2025-08-20 17:58:52.504488,3
38688,CARD,Medium,Resolved,97,2025-09-20 03:51:19.204340,2025-09-20 10:15:33.562452,1
38689,OPD,Low,Resolved,56,2025-04-21 12:24:19.204340,2025-04-23 04:54:29.143097,2
38690,PEDS,Medium,Resolved,62,2025-10-14 01:36:19.204340,2025-10-14 15:39:53.093947,1
38691,OPD,High,Resolved,55,2025-03-21 09:39:19.204340,2025-03-21 15:22:06.675894,9
38692,RAD,High,Resolved,87,2025-09-25 02:22:19.204340,2025-09-25 07:28:16.518338,1
38693,CARD,Low,Resolved,104,2025-12-08 06:00:19.204340,2025-12-09 15:51:40.227454,9
38694,ICU,Medium,Resolved,30,2025-10-19 05:14:19.204340,2025-10-19 16:58:45.515448,1
38695,SURG,Medium,Resolved,45,2025-04-16 03:49:19.204340,2025-04-16 17:21:21.789587,5
38696,CARD,Low,Resolved,91,2025-07-11 01:24:19.204340,2025-07-11 22:21:46.957873,9
38697,SURG,Low,Resolved,33,2025-03-28 18:46:19.204340,2025-03-30 05:18:31.714354,1
38698,PEDS,Low,Resolved,74,2025-03-26 05:52:19.204340,2025-03-27 08:50:00.811437,5
38699,CARD,Medium,Resolved,102,2026-02-02 06:31:19.204340,2026-02-03 03:05:16.056719,4
38700,PEDS,High,Resolved,75,2025-08-06 02:16:19.204340,2025-08-06 15:30:57.207425,5
38701,RAD,Medium,Resolved,77,2025-09-10 01:27:19.204340,2025-09-10 12:42:58.313059,2
38702,OPD,High,Resolved,56,2025-05-11 00:04:19.204340,2025-05-11 01:21:12.483003,2
38703,CARD,Low,Resolved,105,2025-07-27 02:45:19.204340,2025-07-29 15:18:48.821038,5
38704,ICU,High,Resolved,19,2025-10-20 23:16:19.204340,2025-10-21 02:52:22.362808,1
38705,PEDS,High,Resolved,65,2025-07-30 02:55:19.204340,2025-07-30 06:28:46.472239,10
38706,CARD,Low,Resolved,99,2025-04-18 00:06:19.204340,2025-04-18 18:19:27.507506,10
38707,OPD,Medium,Resolved,57,2025-12-13 04:26:19.204340,2025-12-13 09:32:38.167887,10
38708,ER,Low,Resolved,6,2025-11-27 03:30:19.204340,2025-11-29 05:19:53.933973,8
38709,PEDS,Medium,Resolved,63,2025-08-26 19:08:19.204340,2025-08-27 08:23:00.425051,10
38710,ICU,Medium,Resolved,29,2025-06-07 06:00:19.204340,2025-06-07 12:47:06.851569,1
38711,ER,Low,Resolved,3,2025-06-12 02:56:19.204340,2025-06-12 23:51:21.736534,3
38712,ICU,Medium,Resolved,26,2025-03-13 05:47:19.204340,2025-03-13 15:04:46.288235,7
38713,OPD,Medium,Resolved,49,2026-02-02 07:55:19.204340,2026-02-02 17:02:13.674112,1
38714,ICU,High,Resolved,22,2025-06-22 04:30:19.204340,2025-06-22 11:31:44.707753,8
38715,OPD,Medium,Resolved,58,2025-05-06 01:05:19.204340,2025-05-06 05:47:25.049802,1
38716,PEDS,Low,Resolved,61,2025-11-29 05:58:19.204340,2025-11-30 23:28:56.114984,3
38717,PEDS,Medium,Resolved,69,2026-02-01 05:29:19.204340,2026-02-01 14:38:13.568742,10
38718,ER,Medium,Resolved,15,2025-10-25 04:36:19.204340,2025-10-25 10:42:09.999095,1
38719,ER,Medium,Resolved,15,2026-02-09 14:45:19.204340,2026-02-10 00:09:20.305134,8
38720,ER,Low,Resolved,10,2025-07-26 03:33:19.204340,2025-07-27 08:13:03.020303,3
38721,OPD,Medium,Resolved,56,2025-12-04 22:10:19.204340,2025-12-05 10:49:57.209079,8
38722,ER,Medium,Resolved,11,2025-04-01 23:55:19.204340,2025-04-02 08:29:48.694458,9
38723,ICU,Medium,Resolved,21,2025-12-14 23:49:19.204340,2025-12-15 13:11:45.927851,10
38724,RAD,High,Resolved,81,2025-12-17 04:48:19.204340,2025-12-17 13:47:06.894143,1
38725,PEDS,Medium,Resolved,66,2026-01-09 02:19:19.204340,2026-01-09 14:15:05.761975,10
38726,ICU,Medium,Resolved,20,2025-11-28 07:03:19.204340,2025-11-28 20:40:40.510716,6
38727,CARD,High,Resolved,99,2026-01-13 02:43:19.204340,2026-01-13 13:44:49.889829,7
38728,PEDS,Low,Resolved,74,2025-10-25 22:16:19.204340,2025-10-26 14:16:43.999094,5
38729,RAD,Low,Resolved,82,2025-04-14 03:05:19.204340,2025-04-15 21:09:50.552756,5
38730,ER,Low,Resolved,2,2025-06-08 09:53:19.204340,2025-06-10 02:49:31.486999,6
38731,PEDS,High,Resolved,73,2025-12-22 04:58:19.204340,2025-12-22 11:01:26.375886,6
